Wavelength_nm	 Transmittance
340.09	 78.4464359845
340.44	 78.9360477397
340.78	 79.3830275805
341.12	 79.7746880073
341.46	 80.1015775953
341.8	 80.3584633741
342.14	 80.5451776623
342.48	 80.6667166493
342.83	 80.7322792875
343.17	 80.7536873183
343.51	 80.7439092205
343.85	 80.7160924212
344.19	 80.68305167
344.53	 80.6568654448
344.87	 80.6483152285
345.21	 80.6662662244
345.56	 80.7172258183
345.9	 80.805104066
346.24	 80.9310421043
346.58	 81.0932301454
346.92	 81.2867184282
347.26	 81.503280852
347.6	 81.7314642831
347.94	 81.9569496778
348.29	 82.1632373612
348.63	 82.332595125
348.97	 82.4472173751
349.31	 82.4905151032
349.65	 82.4483643806
349.99	 82.3101050017
350.33	 82.0691540721
350.67	 81.7232046099
351.02	 81.2740527743
351.36	 80.72715409
351.7	 80.0910264062
352.04	 79.3765613429
352.38	 78.5962841748
352.72	 77.7636529723
353.06	 76.8924009992
353.4	 75.995769907
353.74	 75.0857631816
354.09	 74.1730192885
354.43	 73.2675236615
354.77	 72.3794714406
355.11	 71.5195911464
355.45	 70.6990165297
355.79	 69.9290883492
356.13	 69.2211718595
356.47	 68.5864055316
356.81	 68.0353532388
357.15	 67.5775567067
357.5	 67.2210181623
357.84	 66.9717129577
358.18	 66.8332396147
358.52	 66.8066672278
358.86	 66.8905580362
359.2	 67.0811008878
359.54	 67.3723874833
359.88	 67.7569151102
360.22	 68.2262137535
360.56	 68.7713131916
360.9	 69.3828592863
361.25	 70.0509371057
361.59	 70.7648302685
361.93	 71.5129384365
362.27	 72.2829381754
362.61	 73.0621798697
362.95	 73.8383288677
363.29	 74.6002507578
363.63	 75.3389853081
363.97	 76.0484322158
364.31	 76.7253506163
364.65	 77.3685840575
364.99	 77.9778372943
365.33	 78.5525329404
365.68	 79.0911351479
366.02	 79.590939668
366.36	 80.0480835807
366.7	 80.4576896948
367.04	 80.8142814434
367.38	 81.1125406419
367.72	 81.3482849308
368.06	 81.5194169608
368.4	 81.6266206064
368.74	 81.6737251987
369.08	 81.6677533148
369.42	 81.6186209105
369.76	 81.5383886392
370.1	 81.4400364181
370.44	 81.3359560577
370.79	 81.2365327618
371.13	 81.1491598874
371.47	 81.0778504009
371.81	 81.0234209517
372.15	 80.9841425666
372.49	 80.95671683
372.83	 80.9372922488
373.17	 80.9221008279
373.51	 80.9074882757
373.85	 80.8895617695
374.19	 80.8639135626
374.53	 80.8256534889
374.87	 80.7696370093
375.21	 80.6908163424
375.55	 80.584915023
375.89	 80.4494883407
376.23	 80.2849669471
376.57	 80.0951911964
376.91	 79.8872955978
377.25	 79.6711236449
377.6	 79.4584438107
377.94	 79.2620987427
378.28	 79.0950014156
378.62	 78.9689358344
378.96	 78.8934049911
379.3	 78.8748712281
379.64	 78.9165570485
379.98	 79.0187931785
380.32	 79.1797442331
380.66	 79.3961462208
381.0	 79.6637679076
381.34	 79.9777066302
381.68	 80.3327546941
382.02	 80.723788414
382.36	 81.1460169854
382.7	 81.5950818382
383.04	 82.06702266
383.38	 82.5581048212
383.72	 83.0646332933
384.06	 83.5828714061
384.4	 84.1089978117
384.74	 84.6390655762
385.08	 85.1690724038
385.42	 85.6951474499
385.76	 86.2136959139
386.1	 86.7213821797
386.44	 87.2149694133
386.78	 87.6911534191
387.12	 88.1465766864
387.46	 88.5781054098
387.8	 88.9832297079
388.14	 89.3602807912
388.48	 89.7082472347
388.82	 90.0262963952
389.16	 90.3133832655
389.5	 90.56833113
389.84	 90.7904517579
390.18	 90.9803215752
390.52	 91.1402230439
390.86	 91.2741281047
391.2	 91.3873829302
391.54	 91.4861753333
391.88	 91.5768292774
392.22	 91.6651355628
392.56	 91.755956184
392.9	 91.853105381
393.24	 91.9592963769
393.58	 92.0759618599
393.92	 92.2029173295
394.26	 92.3379674224
394.6	 92.4766206459
394.94	 92.6121194763
395.28	 92.7359509722
395.62	 92.8388101516
395.96	 92.9117939854
396.3	 92.9475818047
396.64	 92.941428811
396.98	 92.8918265511
397.32	 92.8006873669
397.66	 92.6729797268
398.0	 92.5159149908
398.34	 92.3379489186
398.68	 92.1478573797
399.02	 91.9539947595
399.36	 91.7636883266
399.7	 91.5827185263
400.04	 91.4150038156
400.38	 91.2626935224
400.72	 91.1266674953
401.06	 91.0071502969
401.4	 90.9041467143
401.74	 90.8177016262
402.08	 90.7481421782
402.42	 90.6962592717
402.76	 90.6631989017
403.1	 90.6499919472
403.44	 90.6569342965
403.78	 90.6830923536
404.12	 90.7261000984
404.46	 90.7822917886
404.79	 90.8470286987
405.13	 90.9149569181
405.47	 90.9801511711
405.81	 91.0364385952
406.15	 91.0781598239
406.49	 91.1012274622
406.83	 91.1040727811
407.17	 91.0881533955
407.51	 91.0578753225
407.85	 91.0199035909
408.19	 90.9819881239
408.53	 90.951551664
408.87	 90.934295933
409.21	 90.9331361406
409.55	 90.9478004369
409.89	 90.9751707205
410.23	 91.0101193483
410.57	 91.0465645833
410.91	 91.0785722952
411.25	 91.101339184
411.58	 91.1118835769
411.92	 91.1093634777
412.26	 91.0950682882
412.6	 91.0721746924
412.94	 91.0453259064
413.28	 91.0200148786
413.62	 91.0016956915
413.96	 90.9947025627
414.3	 91.0013493038
414.64	 91.0216113727
414.98	 91.0534560834
415.32	 91.0935481569
415.66	 91.1380421484
416.0	 91.1833480387
416.33	 91.2267300574
416.67	 91.2664537393
417.01	 91.3013933782
417.35	 91.3304416395
417.69	 91.3521914575
418.03	 91.3651046399
418.37	 91.3680373733
418.71	 91.3607865335
419.05	 91.3443756583
419.39	 91.3210965879
419.73	 91.2945583454
420.07	 91.2698185582
420.41	 91.2532812481
420.74	 91.2520346407
421.08	 91.2727305637
421.42	 91.320423809
421.76	 91.3976762316
422.1	 91.5039415157
422.44	 91.6352748304
422.78	 91.7847004122
423.12	 91.9433657295
423.46	 92.101934239
423.8	 92.2515947798
424.13	 92.3846922806
424.47	 92.4952983255
424.81	 92.5797869469
425.15	 92.6372149907
425.49	 92.6693287148
425.83	 92.6802166567
426.17	 92.6757408229
426.51	 92.662822115
426.85	 92.648629559
427.19	 92.6397670151
427.52	 92.6415002306
427.86	 92.6570249568
428.2	 92.6869281607
428.54	 92.7291084055
428.88	 92.7792385968
429.22	 92.8315950504
429.56	 92.8800240192
429.9	 92.9188762127
430.24	 92.9437481012
430.57	 92.9518918417
430.91	 92.9422933584
431.25	 92.9155846319
431.59	 92.873968188
431.93	 92.8211364084
432.27	 92.7619687213
432.61	 92.701867963
432.95	 92.6459175731
433.28	 92.5982085165
433.62	 92.5615084766
433.96	 92.5372406874
434.3	 92.5257291283
434.64	 92.5266014757
434.98	 92.5390684856
435.32	 92.5619437955
435.66	 92.5936800772
435.99	 92.6326802903
436.33	 92.6776704866
436.67	 92.7277878476
437.01	 92.782437881
437.35	 92.8412265833
437.69	 92.9040050106
438.03	 92.9707404555
438.36	 93.0410723857
438.7	 93.1137854878
439.04	 93.1864870755
439.38	 93.2556199718
439.72	 93.3169542072
440.06	 93.3666472687
440.4	 93.4025691144
440.73	 93.4252160571
441.07	 93.4376219871
441.41	 93.4442249331
441.75	 93.4492681871
442.09	 93.4554901519
442.43	 93.4635101554
442.77	 93.4718752476
443.1	 93.4775221287
443.44	 93.4763750581
443.78	 93.4638281203
444.12	 93.4350109298
444.46	 93.3849908348
444.8	 93.3091661491
445.13	 93.2039386585
445.47	 93.0675058867
445.81	 92.9004399603
446.15	 92.705695789
446.49	 92.4879568304
446.83	 92.252641218
447.16	 92.0050205599
447.5	 91.7497194111
447.84	 91.4906591618
448.18	 91.2313010398
448.52	 90.9748732753
448.86	 90.7243878623
449.19	 90.482515606
449.53	 90.2514271585
449.87	 90.0326074104
450.21	 89.8266536713
450.55	 89.6331326491
450.88	 89.4505719897
451.22	 89.2765884452
451.56	 89.1081106126
451.9	 88.9417083727
452.24	 88.7740474684
452.58	 88.6023457342
452.91	 88.4246321859
453.25	 88.2397339591
453.59	 88.0470476639
453.93	 87.8462013971
454.27	 87.6367517119
454.6	 87.4180004294
454.94	 87.1888707681
455.28	 86.9478260057
455.62	 86.693055931
455.96	 86.4232295885
456.29	 86.1388060167
456.63	 85.8434071786
456.97	 85.5445652026
457.31	 85.2534916185
457.65	 84.9839194626
457.98	 84.7500773368
458.32	 84.5638915098
458.66	 84.4322036226
459.0	 84.3554841571
459.34	 84.3288120398
459.67	 84.3442268197
460.01	 84.3929888771
460.35	 84.4670897916
460.69	 84.5600577958
461.03	 84.66719239
461.36	 84.7853562791
461.7	 84.9125056418
462.04	 85.0471394964
462.38	 85.1878435688
462.72	 85.333051526
463.05	 85.4810013315
463.39	 85.6297996913
463.73	 85.7775655812
464.07	 85.9226338416
464.4	 86.0637612505
464.74	 86.200320788
465.08	 86.3325022486
465.42	 86.4614286979
465.76	 86.5890301365
466.09	 86.7176185941
466.43	 86.8492331774
466.77	 86.9849211352
467.11	 87.1241979181
467.44	 87.2648670333
467.78	 87.4032394785
468.12	 87.5347564148
468.46	 87.6549799803
468.79	 87.7607103526
469.13	 87.8508317276
469.47	 87.9266331917
469.81	 87.9916353286
470.15	 88.0510913387
470.48	 88.1112555537
470.82	 88.1784129859
471.16	 88.2577456354
471.5	 88.3523278866
471.83	 88.4626618108
472.17	 88.5869766804
472.51	 88.722106634
472.85	 88.8644894428
473.18	 89.0108821431
473.52	 89.1586434365
473.86	 89.3056840949
474.2	 89.4502581715
474.53	 89.5906749977
474.87	 89.7249567795
475.21	 89.8505328324
475.55	 89.9641084771
475.88	 90.061779422
476.22	 90.1393902972
476.56	 90.1931024579
476.89	 90.2200583137
477.23	 90.2189582359
477.57	 90.1903616454
477.91	 90.1365597262
478.24	 90.0610337877
478.58	 89.9677952321
478.92	 89.8610085417
479.26	 89.7450662943
479.59	 89.6249108607
479.93	 89.5062402512
480.27	 89.3954279988
480.61	 89.2992396074
480.94	 89.2244619255
481.28	 89.1774754885
481.62	 89.1637791368
481.95	 89.1875067006
482.29	 89.2509692436
482.63	 89.354212279
482.97	 89.4945782096
483.3	 89.6663560514
483.64	 89.8607096001
483.98	 90.0661182122
484.31	 90.2694545419
484.65	 90.4574950959
484.99	 90.6183650113
485.33	 90.7425066712
485.66	 90.8230985955
486.0	 90.8560820944
486.34	 90.8400238133
486.67	 90.7760096338
487.01	 90.6676255404
487.35	 90.5209424457
487.69	 90.3443933592
488.02	 90.1484652658
488.36	 89.9451529131
488.7	 89.7471139884
489.03	 89.5664890768
489.37	 89.4135295289
489.71	 89.2954255333
490.04	 89.2157351999
490.38	 89.174504967
490.72	 89.1688777277
491.06	 89.1939433467
491.39	 89.2436160296
491.73	 89.3113485187
492.07	 89.3906869782
492.4	 89.4758471312
492.74	 89.5623333249
493.08	 89.6473660904
493.41	 89.729902642
493.75	 89.8102560017
494.09	 89.8895053879
494.42	 89.968913755
494.76	 90.0494575391
495.1	 90.1315128169
495.43	 90.214754595
495.77	 90.2982651936
496.11	 90.3807541946
496.44	 90.4607672738
496.78	 90.5367870071
497.12	 90.6072299152
497.46	 90.6704655135
497.79	 90.7249664478
498.13	 90.769595531
498.47	 90.8039145872
498.8	 90.8282592372
499.14	 90.843435323
499.48	 90.8502836826
499.81	 90.8494822378
500.15	 90.8416571106
500.49	 90.8276414197
500.82	 90.808759257
501.16	 90.7870616976
501.5	 90.7653774788
501.83	 90.7470409348
502.17	 90.7353233771
502.5	 90.7328112605
502.84	 90.7410603396
503.18	 90.7606556147
503.51	 90.7914440194
503.85	 90.8325995384
504.19	 90.882456641
504.52	 90.9383027349
504.86	 90.996271439
505.2	 91.0513348935
505.53	 91.0974156827
505.87	 91.1277571218
506.21	 91.1356660149
506.54	 91.1155438413
506.88	 91.0639478061
507.22	 90.9803704772
507.55	 90.8674277849
507.89	 90.7302554254
508.22	 90.575262782
508.56	 90.4087435688
508.9	 90.235801643
509.23	 90.0597454441
509.57	 89.8819422633
509.91	 89.7021404346
510.24	 89.5192257184
510.58	 89.332147563
510.92	 89.1405499471
511.25	 88.9448479246
511.59	 88.7459173027
511.92	 88.5446578901
512.26	 88.3415207813
512.6	 88.1360758647
512.93	 87.926780162
513.27	 87.7110370562
513.61	 87.4854615248
513.94	 87.2461765547
514.28	 86.9890260923
514.61	 86.7097330327
514.95	 86.4041243344
515.29	 86.0684645366
515.62	 85.6997431789
515.96	 85.2957342878
516.29	 84.8548629326
516.63	 84.3760574863
516.97	 83.858662052
517.3	 83.3023255998
517.64	 82.7067517502
517.97	 82.0712925123
518.31	 81.3945289776
518.65	 80.6740850422
518.98	 79.9068828252
519.32	 79.0898582483
519.66	 78.2208743598
519.99	 77.2994174979
520.33	 76.3268499094
520.66	 75.3063189658
521.0	 74.2424352382
521.33	 73.1406132564
521.67	 72.0060592878
522.01	 70.8427504379
522.34	 69.6528066445
522.68	 68.4363513992
523.01	 67.1917489972
523.35	 65.9161313779
523.69	 64.6061139541
524.02	 63.2584737549
524.36	 61.870538915
524.69	 60.440222586
525.03	 58.9658748492
525.37	 57.4462074647
525.7	 55.8804830582
526.04	 54.2690338247
526.37	 52.6138990394
526.71	 50.919132947
527.04	 49.1905491692
527.38	 47.4351507661
527.72	 45.6606094975
528.05	 43.8748671596
528.39	 42.0858252107
528.72	 40.3012534
529.06	 38.5289636341
529.39	 36.7770024318
529.73	 35.0536458969
530.07	 33.3672128252
530.4	 31.7257184546
530.74	 30.1363713757
531.07	 28.6050631933
531.41	 27.1359824749
531.74	 25.731349745
532.08	 24.391432566
532.41	 23.115082398
532.75	 21.900566722
533.09	 20.7461141359
533.42	 19.6499170966
533.76	 18.6097873876
534.09	 17.6227444509
534.43	 16.6847808484
534.76	 15.7910422173
535.1	 14.9365249025
535.43	 14.1171595913
535.77	 13.3308487592
536.11	 12.5777886393
536.44	 11.8597512376
536.78	 11.1788164598
537.11	 10.5363464336
537.45	 9.93251222969
537.78	 9.36618309099
538.12	 8.83498896409
538.45	 8.33557663012
538.79	 7.86407575118
539.12	 7.4166860647
539.46	 6.99032256013
539.79	 6.58324719899
540.13	 6.19547126208
540.47	 5.82869139179
540.8	 5.48573649313
541.14	 5.16971904198
541.47	 4.88314320776
541.81	 4.62716578925
542.14	 4.40109397817
542.48	 4.20216128599
542.81	 4.0257098396
543.15	 3.86588150931
543.48	 3.71664480663
543.82	 3.57272419124
544.15	 3.43005494635
544.49	 3.28578414871
544.82	 3.13819514571
545.16	 2.98683637791
545.49	 2.83277090855
545.83	 2.67865753372
546.16	 2.52840015109
546.5	 2.38631391847
546.83	 2.2560926795
547.17	 2.13999777678
547.5	 2.03843416765
547.84	 1.94983805058
548.17	 1.87087994515
548.51	 1.79704896926
548.84	 1.72351776882
549.18	 1.6460489214
549.51	 1.56170666315
549.85	 1.46923324512
550.18	 1.36910865231
550.52	 1.26339820069
550.85	 1.15545945842
551.19	 1.04956534835
551.52	 0.950497480268
551.86	 0.863098758019
552.19	 0.791791496157
552.53	 0.74020986889
552.86	 0.711084625841
553.2	 0.70630087454
553.53	 0.726949400075
553.87	 0.773281512822
554.2	 0.844553302625
554.54	 0.938775836552
554.87	 1.05239828779
555.21	 1.17993658053
555.54	 1.31362507632
555.88	 1.44332567474
556.21	 1.55700039908
556.55	 1.64191971082
556.88	 1.68655276688
557.22	 1.68286713581
557.55	 1.62838036509
557.89	 1.52697157712
558.22	 1.3879513568
558.56	 1.22399685454
558.89	 1.04905528958
559.22	 0.876863536486
559.56	 0.720002620556
559.89	 0.589055840821
560.23	 0.491704980806
560.56	 0.432025381931
560.9	 0.410277238169
561.23	 0.423270838654
561.57	 0.465188211518
561.9	 0.528602558081
562.24	 0.605436151128
562.57	 0.687773691962
562.91	 0.768598541423
563.24	 0.842463474219
563.57	 0.905939756301
