Wavelength_nm	 Transmittance
287.06	 2.5297748441
287.4	 2.74864485375
287.74	 2.44774007324
288.09	 2.2191566664
288.43	 1.63937954683
288.77	 2.28449671592
289.11	 3.51940042218
289.46	 3.05134560807
289.8	 3.2481353321
290.14	 2.64013636278
290.49	 3.42674859596
290.83	 2.54343721449
291.17	 2.08712098712
291.51	 2.09913990342
291.86	 2.20197899896
292.2	 3.37325261542
292.54	 3.53817196382
292.88	 4.00630116201
293.23	 3.76410257624
293.57	 3.96636814456
293.91	 3.95099521146
294.26	 3.60353722726
294.6	 3.02036284614
294.94	 2.65828608039
295.28	 2.51271314083
295.63	 2.85288108954
295.97	 2.63967323053
296.31	 2.38210696943
296.65	 2.27760064864
297.0	 3.15962901792
297.34	 3.67666210973
297.68	 4.45709240854
298.02	 4.26323099035
298.37	 4.16690678493
298.71	 3.06671405306
299.05	 2.63436113099
299.39	 2.41221330115
299.74	 2.26381764191
300.08	 2.30484451173
300.42	 2.5905506303
300.77	 2.69079239166
301.11	 3.08689090046
301.45	 2.59744601442
301.79	 2.34817791853
302.14	 1.32088619212
302.48	 1.81624840042
302.82	 1.9719755323
303.16	 2.22349393925
303.5	 1.30391521349
303.85	 1.34926936628
304.19	 1.08884888674
304.53	 1.70898244906
304.87	 1.95089028635
305.22	 2.23895193791
305.56	 1.76806687074
305.9	 1.64073716344
306.24	 1.51264588854
306.59	 1.13161079258
306.93	 1.61345488777
307.27	 1.79448089808
307.61	 3.12457200123
307.96	 2.47520027086
308.3	 2.38613789904
308.64	 1.51869279792
308.98	 1.07081208401
309.33	 1.35908492572
309.67	 2.17840591957
310.01	 2.49539204579
310.35	 1.67254609366
310.69	 1.34879824041
311.04	 0.799916340446
311.38	 1.88635350384
311.72	 0.713553014764
312.06	 0.971276599193
312.41	 -0.070741319877
312.75	 1.222025592
313.09	 1.47045384825
313.43	 3.13325669577
313.77	 2.96725559496
314.12	 2.88995556563
314.46	 2.57482846874
314.8	 3.65848339992
315.14	 5.70048511292
315.48	 7.55414036348
315.83	 9.33055408858
316.17	 11.4274131433
316.51	 12.3671887943
316.85	 14.2127636676
317.2	 15.7052924313
317.54	 18.3713196333
317.88	 20.3862980375
318.22	 23.8454788494
318.56	 27.1931991181
318.91	 30.6086958744
319.25	 31.8736624004
319.59	 33.2601151698
319.93	 34.8964647771
320.27	 37.3430538903
320.62	 39.325372223
320.96	 41.1943989219
321.3	 43.1701564484
321.64	 46.0581907691
321.98	 49.2577980493
322.33	 51.5518022803
322.67	 53.2082015047
323.01	 53.8020871213
323.35	 55.8774061804
323.69	 57.464200487
324.04	 59.4275136496
324.38	 60.5257044368
324.72	 61.8060908469
325.06	 63.3917471558
325.4	 65.0422472353
325.74	 66.6069232649
326.09	 67.3069664475
326.43	 67.8008492803
326.77	 68.844582621
327.11	 69.4835832786
327.45	 70.5501612598
327.8	 71.5985731688
328.14	 72.8972457358
328.48	 73.3830277647
328.82	 74.0983896289
329.16	 74.4836277797
329.5	 75.0593235559
329.85	 75.07533934
330.19	 75.5127283
330.53	 75.5810569163
330.87	 75.7940781238
331.21	 75.1345975836
331.55	 75.4342515115
331.9	 75.1305049981
332.24	 74.8307779028
332.58	 74.0888897354
332.92	 74.0422023165
333.26	 74.9557396459
333.6	 75.2666260567
333.95	 74.4528273664
334.29	 74.0780222584
334.63	 74.1121785926
334.97	 74.3951130207
335.31	 74.8601982988
335.65	 74.8316121108
336.0	 74.8225865023
336.34	 74.763005901
336.68	 75.2187923144
337.02	 75.4734933466
337.36	 75.1193007793
337.7	 74.9511128165
338.04	 75.8086633492
338.39	 76.2826896917
338.73	 76.8320651343
339.07	 77.0543289795
339.41	 77.1653673119
339.75	 77.9016174684
340.09	 77.9463445664
340.44	 78.6798912649
340.78	 78.4730312833
341.12	 80.1206081113
341.46	 81.668916401
341.8	 82.4627851514
342.14	 81.9007569377
342.48	 81.1063603496
342.83	 80.9878328226
343.17	 80.7871173567
343.51	 81.0200192108
343.85	 80.9555702296
344.19	 80.8243846411
344.53	 80.4910978775
344.87	 80.4959647801
345.21	 80.573360442
345.56	 80.1316506692
345.9	 79.9492130186
346.24	 79.6034282971
346.58	 79.5723215753
346.92	 79.2795819165
347.26	 79.2944218198
347.6	 79.4357357003
347.94	 79.5024009074
348.29	 80.1072366318
348.63	 80.7813901791
348.97	 81.3115891024
349.31	 81.3262288677
349.65	 81.0511241765
349.99	 81.0818203474
350.33	 80.7675565238
350.67	 80.7607064556
351.02	 81.0031241611
351.36	 81.209837197
351.7	 81.2580150909
352.04	 80.7972979344
352.38	 81.0899107955
352.72	 81.6844321363
353.06	 82.3605341046
353.4	 83.0813016614
353.74	 83.2810142203
354.09	 82.8466905495
354.43	 81.6857032464
354.77	 80.7864241738
355.11	 81.7234671968
355.45	 81.7864667911
355.79	 82.9319460817
356.13	 82.3538553004
356.47	 83.4296904146
356.81	 82.7992261851
357.15	 82.6737980673
357.5	 81.8289363534
357.84	 82.6925149742
358.18	 84.232976836
358.52	 84.5461642692
358.86	 83.3891240526
359.2	 82.3803776677
359.54	 82.7451974077
359.88	 82.8740010644
360.22	 82.8734238482
360.56	 82.4040524741
360.9	 82.3716394983
361.25	 82.3315916525
361.59	 82.6845493315
361.93	 83.0026413593
362.27	 82.6165309206
362.61	 83.1405563777
362.95	 84.1275744745
363.29	 85.4563619816
363.63	 85.7911974241
363.97	 85.2208180506
364.31	 84.2522655237
364.65	 83.8219853539
364.99	 84.3384054726
365.33	 84.9961372138
365.68	 84.9500497944
366.02	 84.1882954621
366.36	 83.4427166781
366.7	 83.1729330957
367.04	 83.4748128365
367.38	 83.4752855754
367.72	 83.598839589
368.06	 83.1151228943
368.4	 83.6219258985
368.74	 84.1373685605
369.08	 84.3497370825
369.42	 83.9493015589
369.76	 83.1652901288
370.1	 83.5311226198
370.44	 83.4283826147
370.79	 82.9262444231
371.13	 82.3442225871
371.47	 81.95595975
371.81	 83.0196539268
372.15	 83.4814669226
372.49	 84.4341572081
372.83	 84.8202477617
373.17	 84.6631104398
373.51	 84.5183701681
373.85	 84.6273004734
374.19	 85.4898838822
374.53	 85.1240996099
374.87	 85.438264465
375.21	 85.2479476768
375.55	 86.6991615374
375.89	 86.8608774772
376.23	 87.5340601695
376.57	 86.8905650458
376.91	 86.4876432664
377.25	 86.3932385568
377.6	 85.8202144516
377.94	 85.5610639521
378.28	 84.8566750542
378.62	 85.5731418867
378.96	 85.6582982397
379.3	 85.7806010126
379.64	 85.6681644976
379.98	 85.8122337024
380.32	 86.1584422701
380.66	 86.2814795331
381.0	 87.5103439529
381.34	 87.8190362736
381.68	 89.1689174255
382.02	 89.4931699348
382.36	 90.483971886
382.7	 89.6461438379
383.04	 89.2342983648
383.38	 89.4275635141
383.72	 89.1976294852
384.06	 89.3142155899
384.4	 88.5008857845
384.74	 88.7580043236
385.08	 88.8969596139
385.42	 89.2080015463
385.76	 89.6007947968
386.1	 89.6285965852
386.44	 89.4261969436
386.78	 89.9526153522
387.12	 89.4199652308
387.46	 90.4846209619
387.8	 90.0274554056
388.14	 89.8916279567
388.48	 89.150440182
388.82	 89.0303016461
389.16	 92.348613553
389.5	 93.3268299374
389.84	 93.9944044546
390.18	 91.3263130121
390.52	 90.8790174449
390.86	 90.8075930988
391.2	 90.4783982744
391.54	 89.9902540728
391.88	 89.9484017629
392.22	 90.0671595065
392.56	 91.6472174828
392.9	 91.3312680383
393.24	 91.2042634744
393.58	 89.4447066412
393.92	 90.077036622
394.26	 90.2140213512
394.6	 90.4977262182
394.94	 89.7094664972
395.28	 89.947735096
395.62	 90.1172548589
395.96	 90.308064104
396.3	 90.1919818221
396.64	 90.8753038481
396.98	 90.5445206642
397.32	 91.217474943
397.66	 90.511416184
398.0	 90.642712787
398.34	 89.8630678762
398.68	 89.6305570324
399.02	 89.1782223589
399.36	 89.4462048226
399.7	 88.9580927308
400.04	 91.1162838032
400.38	 90.1650523354
400.72	 90.8032555954
401.06	 89.9405978083
401.4	 91.8270769045
401.74	 92.402999037
402.08	 91.5601209422
402.42	 89.9792018126
402.76	 88.8623538754
403.1	 88.7047752416
403.44	 88.0412603401
403.78	 88.5621071932
404.12	 88.9824191715
404.46	 88.9530221807
404.79	 87.9924684362
405.13	 86.6999381986
405.47	 87.5856188122
405.81	 88.6214761691
406.15	 89.3966321764
406.49	 89.0243094438
406.83	 88.9763567847
407.17	 88.567425888
407.51	 88.2620623632
407.85	 87.3287452627
408.19	 86.4695450111
408.53	 86.1551550796
408.87	 86.7753136899
409.21	 87.5511015742
409.55	 88.169505386
409.89	 87.2966666554
410.23	 86.9790206895
410.57	 87.2836173167
410.91	 88.0684408741
411.25	 88.3481930864
411.58	 88.1644090071
411.92	 87.2575144286
412.26	 87.3068717021
412.6	 88.7177514685
412.94	 89.1339188113
413.28	 88.2812272598
413.62	 86.0954552518
413.96	 85.8643367263
414.3	 87.0327321111
414.64	 87.3507256634
414.98	 87.4005882583
415.32	 87.6971524654
415.66	 87.7663492444
416.0	 87.1838840701
416.33	 85.7370827223
416.67	 85.0225007108
417.01	 85.2862363336
417.35	 85.0664970223
417.69	 84.39672291
418.03	 83.4939853967
418.37	 84.1212864253
418.71	 83.2762797463
419.05	 83.9753944388
419.39	 82.0504075697
419.73	 82.9886879813
420.07	 81.504091028
420.41	 82.3861390914
420.74	 81.5591407966
421.08	 81.6412742646
421.42	 82.2068343258
421.76	 81.2866268915
422.1	 81.7519149998
422.44	 82.2671651982
422.78	 83.1309289847
423.12	 83.4595637272
423.46	 81.9675505155
423.8	 83.0820007539
424.13	 83.5739729883
424.47	 84.2172134449
424.81	 83.6483770403
425.15	 83.0772968107
425.49	 84.074340254
425.83	 84.3253739653
426.17	 85.5724065228
426.51	 85.1844693509
426.85	 86.6365431169
427.19	 85.2013755178
427.52	 84.9607844524
427.86	 85.0114417382
428.2	 85.6841290713
428.54	 85.6608435951
428.88	 84.9708898609
429.22	 86.1015823241
429.56	 86.4110456657
429.9	 86.7175666958
430.24	 85.998218838
430.57	 86.3917426967
430.91	 85.7604625338
431.25	 86.5293034561
431.59	 86.441064126
431.93	 86.5405116642
432.27	 85.4904684918
432.61	 84.2209590012
432.95	 83.3713116943
433.28	 82.8002351384
433.62	 84.0864774857
433.96	 86.9797619262
434.3	 87.3303829812
434.64	 86.0257379925
434.98	 83.5469425834
435.32	 84.1981201683
435.66	 85.0875640439
435.99	 85.6691252511
436.33	 84.0118630637
436.67	 84.0897285984
437.01	 83.8426389986
437.35	 84.3444738583
437.69	 83.851365572
438.03	 85.0283862771
438.36	 85.7134679201
438.7	 85.2662569602
439.04	 84.3163835185
439.38	 84.7363523289
439.72	 87.3559266236
440.06	 87.9266720313
440.4	 88.1469784108
440.73	 87.1520661851
441.07	 86.706316523
441.41	 86.0531554
441.75	 85.9573120739
442.09	 86.9560982183
442.43	 88.5259146042
442.77	 90.0957269432
443.1	 90.0217297803
443.44	 89.6733210506
443.78	 88.0854091324
444.12	 88.9075598955
444.46	 90.1713064882
444.8	 91.0725320604
445.13	 90.7611348579
445.47	 90.7748920668
445.81	 90.1825844322
446.15	 89.7694169321
446.49	 90.5996887803
446.83	 91.2600577588
447.16	 92.3700382145
447.5	 92.070760802
447.84	 91.6881632211
448.18	 90.9627863073
448.52	 90.7157526341
448.86	 90.6532261559
449.19	 90.5871333761
449.53	 88.933548486
449.87	 89.4755181438
450.21	 90.2870211813
450.55	 90.4629116331
450.88	 89.8199590892
451.22	 87.8957742192
451.56	 88.8543756184
451.9	 89.6314504568
452.24	 92.0688167232
452.58	 90.7653025259
452.91	 90.4770975995
453.25	 88.2370467408
453.59	 88.9947820011
453.93	 89.8353720645
454.27	 90.715720176
454.6	 90.2907203659
454.94	 87.4472057699
455.28	 87.2540528185
455.62	 87.4669722801
455.96	 91.6580429768
456.29	 90.9024274336
456.63	 90.7667703759
456.97	 87.7919390245
457.31	 87.6050608261
457.65	 87.8226284995
457.98	 83.9503706173
458.32	 83.6655029782
458.66	 83.3353271325
459.0	 86.21450566
459.34	 86.191211429
459.67	 87.1748266843
460.01	 87.7028762777
460.35	 87.6782351849
460.69	 85.4886238676
461.03	 85.5400452587
461.36	 84.8261964524
461.7	 85.7841707779
462.04	 86.2049983882
462.38	 86.889905791
462.72	 86.3451241513
463.05	 85.6179984861
463.39	 87.3914448762
463.73	 86.6421563188
464.07	 87.9186121914
464.4	 87.1497142147
464.74	 87.7641582859
465.08	 86.3244721273
465.42	 86.4751127715
465.76	 85.6390444442
466.09	 85.7564397075
466.43	 83.9288820284
466.77	 84.7532932046
467.11	 84.2863733068
467.44	 85.009425472
467.78	 85.1235106033
468.12	 85.5055202964
468.46	 85.5803686469
468.79	 85.1162815893
469.13	 84.7113166574
469.47	 83.822179092
469.81	 83.9143556457
470.15	 83.0552919619
470.48	 82.4555787656
470.82	 81.2430060931
471.16	 81.0825833208
471.5	 82.0279383852
471.83	 82.7027925054
472.17	 83.2803650641
472.51	 83.350920238
472.85	 82.8188363158
473.18	 84.3722314848
473.52	 83.5780599589
473.86	 85.2310240601
474.2	 84.0304815957
474.53	 84.5671191511
474.87	 83.2063024264
475.21	 82.4494854636
475.55	 82.1550778937
475.88	 82.8507026044
476.22	 84.2865578658
476.56	 85.5033417121
476.89	 87.4100339895
477.23	 86.7843151552
477.57	 85.9922485682
477.91	 83.6497524463
478.24	 84.3699121312
478.58	 85.0389354566
478.92	 85.292574815
479.26	 85.3291820998
479.59	 84.8877677739
479.93	 85.0509898201
480.27	 85.5243053955
480.61	 85.4969747355
480.94	 85.8039326639
481.28	 84.9780257981
481.62	 85.9585870746
481.95	 85.6450749498
482.29	 85.8152550972
482.63	 85.3760276189
482.97	 85.7548834052
483.3	 86.2783929309
483.64	 87.2256435536
483.98	 88.814022449
484.31	 90.1872297388
484.65	 90.1067552546
484.99	 90.4735991775
485.33	 89.9856013262
485.66	 89.8818852721
486.0	 89.5790952885
486.34	 89.890403426
486.67	 90.4797968434
487.01	 89.8980796338
487.35	 89.2874978414
487.69	 88.7833989884
488.02	 87.48764664
488.36	 86.3040033258
488.7	 84.5631825157
489.03	 83.6605103281
489.37	 83.080588125
489.71	 82.8360840197
490.04	 83.3849246802
490.38	 82.8518869429
490.72	 84.1991107116
491.06	 82.9178071122
491.39	 81.8350238742
491.73	 79.86909758
492.07	 81.7916847908
492.4	 82.9425020217
492.74	 83.5011657913
493.08	 81.4433175473
493.41	 81.7816783104
493.75	 81.2349565566
494.09	 82.1369635805
494.42	 81.8050510826
494.76	 80.9507956801
495.1	 80.974351817
495.43	 80.7290565436
495.77	 82.5381579162
496.11	 82.3444265638
496.44	 81.6353814178
496.78	 81.756712923
497.12	 82.469304156
497.46	 83.1517831028
497.79	 82.6345441111
498.13	 81.6619065453
498.47	 81.4822438576
498.8	 81.0693995639
499.14	 81.7078579147
499.48	 83.1822699035
499.81	 83.0171905734
500.15	 83.6551411295
500.49	 83.192777672
500.82	 84.1419233864
501.16	 83.2986973632
501.5	 82.3181573707
501.83	 81.4046492235
502.17	 81.3487151582
502.5	 83.0933542072
502.84	 83.303966303
503.18	 83.415318527
503.51	 81.4557719504
503.85	 81.2639333734
504.19	 81.2613063139
504.52	 81.4484142163
504.86	 80.9428195334
505.2	 80.445205062
505.53	 81.6071353905
505.87	 82.6221670453
506.21	 83.2750161637
506.54	 83.0421104608
506.88	 84.3998568328
507.22	 84.4867467608
507.55	 82.5633781188
507.89	 80.3503642484
508.22	 79.639837122
508.56	 79.1662025162
508.9	 78.6876716065
509.23	 76.7453679363
509.57	 76.4704010163
509.91	 77.6581148536
510.24	 77.4891370319
510.58	 76.9915040038
510.92	 73.7168252179
511.25	 73.5853030455
511.59	 70.9742975506
511.92	 68.5905197984
512.26	 65.6572458461
512.6	 65.5796231393
512.93	 64.8809832562
513.27	 62.8765948069
513.61	 61.0811644656
513.94	 58.1208364981
514.28	 56.2184637112
514.61	 55.1607033162
514.95	 54.9231398795
515.29	 53.4190098368
515.62	 50.3975293833
515.96	 48.386837773
516.29	 46.8838932054
516.63	 44.9973467307
516.97	 42.4236288967
517.3	 41.2840853469
517.64	 39.6079265776
517.97	 37.6780693391
518.31	 35.0694357883
518.65	 33.358196071
518.98	 31.9533369901
519.32	 31.3875690595
519.66	 30.2825439242
519.99	 28.1409419
520.33	 27.2158485994
520.66	 24.6855025162
521.0	 23.4327733199
521.33	 19.4652329749
521.67	 18.7890150631
522.01	 17.9700844499
522.34	 18.6983600641
522.68	 18.0634521045
523.01	 16.9865139884
523.35	 15.8057660403
523.69	 15.5017761597
524.02	 13.1393942101
524.36	 12.4354887959
524.69	 10.7775315869
525.03	 11.1866232749
525.37	 11.8126390057
525.7	 11.0877208548
526.04	 12.5690986732
526.37	 10.126672252
526.71	 10.0554318265
527.04	 9.03980843714
527.38	 9.22996366313
527.72	 7.19790174952
528.05	 5.72440236398
528.39	 6.30843310488
528.72	 6.42641219604
529.06	 4.90147015486
529.39	 5.48758472211
529.73	 5.12870847128
530.07	 5.10675830185
530.4	 1.98949779293
530.74	 2.88358789531
531.07	 3.02899428731
531.41	 2.95135978331
531.74	 3.50333124883
532.08	 3.7231927356
532.41	 4.16995486809
532.75	 1.38079413391
533.09	 2.5179081677
533.42	 1.04425252218
533.76	 2.23171051034
534.09	 0.568740039331
534.43	 2.35763050238
534.76	 2.90633049962
535.1	 6.82311834248
535.43	 5.60276832038
535.77	 5.14769627566
536.11	 1.07595127293
536.44	 1.1128933461
536.78	 3.69013822834
537.11	 2.9633745223
537.45	 3.51600961423
537.78	 0.639423359285
538.12	 1.59709725448
538.45	 1.21781257974
538.79	 0.916379213341
539.12	 1.63005266967
539.46	 2.42565279158
539.79	 3.67408550957
540.13	 2.21565945705
540.47	 2.1016413742
540.8	 1.33881925071
541.14	 1.9573001298
541.47	 1.66201130342
541.81	 1.79906024241
542.14	 2.99809344833
542.48	 5.01049967851
542.81	 6.2873850852
543.15	 8.45238076317
543.48	 7.60475986917
543.82	 6.15918925348
544.15	 3.99500012591
544.49	 3.67317133649
544.82	 5.83228804075
545.16	 5.08364311599
545.49	 5.51478202557
545.83	 3.65876897732
546.16	 3.23706584191
546.5	 3.23142017747
546.83	 3.56978545313
547.17	 3.47735436801
547.5	 2.02009380108
547.84	 1.74972844979
548.17	 1.03500947036
548.51	 1.31276677293
548.84	 0.122786013072
549.18	 0.695884069089
549.51	 -0.351955035025
549.85	 1.06192568824
550.18	 0.772436185236
550.52	 1.261022011
550.85	 0.892868123337
551.19	 0.805148969819
551.52	 1.24344143729
551.86	 0.452435120261
552.19	 1.76330009196
552.53	 0.793064454018
552.86	 0.511839537716
553.2	 0.823883704114
553.53	 1.00570072576
553.87	 2.49582983879
554.2	 1.5819562095
554.54	 1.43930024275
554.87	 0.474068372511
555.21	 -0.00148377550942
555.54	 1.15491231511
555.88	 1.34673116855
556.21	 2.28952016494
556.55	 1.36552335563
556.88	 3.9658099075
557.22	 3.98563583272
557.55	 5.37428877143
557.89	 2.34780965463
558.22	 1.28594999639
558.56	 1.1346176604
558.89	 1.62989928443
559.22	 1.13329256432
559.56	 0.477500992349
559.89	 0.168985761553
560.23	 0.984271552787
560.56	 0.609992477124
560.9	 0.323014062284
561.23	 0.96475466336
561.57	 1.31494110638
561.9	 2.3631891624
562.24	 2.27882681992
562.57	 2.461932506
562.91	 3.31897162645
563.24	 3.16320098966
563.57	 3.55862703122
563.91	 2.93242622957
564.24	 3.00108552657
564.58	 3.2156065271
564.91	 2.11626424714
565.25	 1.62330955786
565.58	 1.88089115848
565.92	 1.62514755629
566.25	 1.4242348812
566.58	 0.955440674356
566.92	 2.22409620196
567.25	 3.43018571507
567.59	 2.98829694691
567.92	 1.77452477612
